venta_id,fecha,producto_id,sucursal_id,unidades_vendidas,importe_total
522112,2026-07-24,1019,2,25,19292.5
522113,2026-07-25,1019,2,11,8488.7
522114,2026-07-26,1019,2,2,1543.4
522115,2026-07-27,1019,2,12,9260.4
522116,2026-07-28,1019,2,14,10803.8
522117,2026-07-29,1019,2,14,10803.8
522118,2026-07-30,1019,2,18,13890.6
522119,2026-07-31,1019,2,23,17749.1
522120,2026-08-01,1019,2,21,16205.7
522121,2025-07-03,1019,3,15,11575.5
522122,2025-07-04,1019,3,11,8488.7
522123,2025-07-05,1019,3,23,17749.1
522124,2025-07-06,1019,3,7,5401.9
522125,2025-07-07,1019,3,6,4630.2
522126,2025-07-08,1019,3,23,17749.1
522127,2025-07-09,1019,3,7,5401.9
522128,2025-07-10,1019,3,27,20835.9
522129,2025-07-11,1019,3,13,10032.1
522130,2025-07-12,1019,3,17,13118.9
522131,2025-07-13,1019,3,8,6173.6
522132,2025-07-14,1019,3,9,6945.3
522133,2025-07-15,1019,3,8,6173.6
522134,2025-07-16,1019,3,13,10032.1
522135,2025-07-17,1019,3,9,6945.3
522136,2025-07-18,1019,3,9,6945.3
522137,2025-07-19,1019,3,8,6173.6
522138,2025-07-20,1019,3,9,6945.3
522139,2025-07-21,1019,3,8,6173.6
522140,2025-07-22,1019,3,20,15434.0
522141,2025-07-23,1019,3,11,8488.7
522142,2025-07-24,1019,3,10,7717.0
522143,2025-07-25,1019,3,11,8488.7
522144,2025-07-26,1019,3,15,11575.5
522145,2025-07-27,1019,3,2,1543.4
522146,2025-07-28,1019,3,10,7717.0
522147,2025-07-29,1019,3,4,3086.8
522148,2025-07-30,1019,3,23,17749.1
522149,2025-07-31,1019,3,6,4630.2
522150,2025-08-01,1019,3,13,10032.1
522151,2025-08-02,1019,3,27,20835.9
522152,2025-08-03,1019,3,7,5401.9
522153,2025-08-04,1019,3,10,7717.0
522154,2025-08-05,1019,3,8,6173.6
522155,2025-08-06,1019,3,17,13118.9
522156,2025-08-07,1019,3,16,12347.2
522157,2025-08-08,1019,3,19,14662.3
522158,2025-08-09,1019,3,26,20064.2
522159,2025-08-10,1019,3,10,7717.0
522160,2025-08-11,1019,3,4,3086.8
522161,2025-08-12,1019,3,6,4630.2
522162,2025-08-13,1019,3,11,8488.7
522163,2025-08-14,1019,3,22,16977.4
522164,2025-08-15,1019,3,23,17749.1
522165,2025-08-16,1019,3,15,11575.5
522166,2025-08-17,1019,3,11,8488.7
522167,2025-08-18,1019,3,31,23922.7
522168,2025-08-19,1019,3,13,10032.1
522169,2025-08-20,1019,3,16,12347.2
522170,2025-08-21,1019,3,12,9260.4
522171,2025-08-22,1019,3,24,18520.8
522172,2025-08-23,1019,3,25,19292.5
522173,2025-08-24,1019,3,16,12347.2
522174,2025-08-25,1019,3,14,10803.8
522175,2025-08-26,1019,3,6,4630.2
522176,2025-08-27,1019,3,13,10032.1
522177,2025-08-28,1019,3,11,8488.7
522178,2025-08-29,1019,3,24,18520.8
522179,2025-08-30,1019,3,18,13890.6
522180,2025-08-31,1019,3,10,7717.0
522181,2025-09-01,1019,3,25,19292.5
522182,2025-09-02,1019,3,4,3086.8
522183,2025-09-03,1019,3,10,7717.0
522184,2025-09-04,1019,3,25,19292.5
522185,2025-09-05,1019,3,17,13118.9
522186,2025-09-06,1019,3,14,10803.8
522187,2025-09-07,1019,3,5,3858.5
522188,2025-09-08,1019,3,17,13118.9
522189,2025-09-09,1019,3,18,13890.6
522190,2025-09-10,1019,3,4,3086.8
522191,2025-09-11,1019,3,13,10032.1
522192,2025-09-12,1019,3,16,12347.2
522193,2025-09-13,1019,3,24,18520.8
522194,2025-09-14,1019,3,10,7717.0
522195,2025-09-15,1019,3,23,17749.1
522196,2025-09-16,1019,3,12,9260.4
522197,2025-09-17,1019,3,28,21607.6
522198,2025-09-18,1019,3,15,11575.5
522199,2025-09-19,1019,3,13,10032.1
522200,2025-09-20,1019,3,17,13118.9
522201,2025-09-21,1019,3,5,3858.5
522202,2025-09-22,1019,3,26,20064.2
522203,2025-09-23,1019,3,12,9260.4
522204,2025-09-24,1019,3,8,6173.6
522205,2025-09-25,1019,3,7,5401.9
522206,2025-09-26,1019,3,24,18520.8
522207,2025-09-27,1019,3,28,21607.6
522208,2025-09-28,1019,3,5,3858.5
522209,2025-09-29,1019,3,23,17749.1
522210,2025-09-30,1019,3,22,16977.4
522211,2025-10-01,1019,3,70,54019.0
522212,2025-10-02,1019,3,12,9260.4
522213,2025-10-03,1019,3,35,27009.5
522214,2025-10-04,1019,3,24,18520.8
522215,2025-10-05,1019,3,16,12347.2
522216,2025-10-06,1019,3,14,10803.8
522217,2025-10-07,1019,3,8,6173.6
522218,2025-10-08,1019,3,11,8488.7
522219,2025-10-09,1019,3,12,9260.4
522220,2025-10-10,1019,3,7,5401.9
522221,2025-10-11,1019,3,24,18520.8
522222,2025-10-12,1019,3,19,14662.3
522223,2025-10-13,1019,3,11,8488.7
522224,2025-10-14,1019,3,7,5401.9
522225,2025-10-15,1019,3,20,15434.0
522226,2025-10-16,1019,3,27,20835.9
522227,2025-10-17,1019,3,34,26237.8
522228,2025-10-18,1019,3,13,10032.1
522229,2025-10-19,1019,3,10,7717.0
522230,2025-10-20,1019,3,12,9260.4
522231,2025-10-21,1019,3,12,9260.4
522232,2025-10-22,1019,3,28,21607.6
522233,2025-10-23,1019,3,25,19292.5
522234,2025-10-24,1019,3,17,13118.9
522235,2025-10-25,1019,3,7,5401.9
522236,2025-10-26,1019,3,13,10032.1
522237,2025-10-27,1019,3,11,8488.7
522238,2025-10-28,1019,3,20,15434.0
522239,2025-10-29,1019,3,16,12347.2
522240,2025-10-30,1019,3,26,20064.2
522241,2025-10-31,1019,3,23,17749.1
522242,2025-11-01,1019,3,28,21607.6
522243,2025-11-02,1019,3,11,8488.7
522244,2025-11-03,1019,3,12,9260.4
522245,2025-11-04,1019,3,19,14662.3
522246,2025-11-05,1019,3,28,21607.6
522247,2025-11-06,1019,3,14,10803.8
522248,2025-11-07,1019,3,30,23151.0
522249,2025-11-08,1019,3,14,10803.8
522250,2025-11-09,1019,3,11,8488.7
522251,2025-11-10,1019,3,14,10803.8
522252,2025-11-11,1019,3,8,6173.6
522253,2025-11-12,1019,3,14,10803.8
522254,2025-11-13,1019,3,11,8488.7
522255,2025-11-14,1019,3,12,9260.4
522256,2025-11-15,1019,3,20,15434.0
522257,2025-11-16,1019,3,10,7717.0
522258,2025-11-17,1019,3,14,10803.8
522259,2025-11-18,1019,3,22,16977.4
522260,2025-11-19,1019,3,8,6173.6
522261,2025-11-20,1019,3,13,10032.1
522262,2025-11-21,1019,3,19,14662.3
522263,2025-11-22,1019,3,17,13118.9
522264,2025-11-23,1019,3,4,3086.8
522265,2025-11-24,1019,3,15,11575.5
522266,2025-11-25,1019,3,15,11575.5
522267,2025-11-26,1019,3,11,8488.7
522268,2025-11-27,1019,3,27,20835.9
522269,2025-11-28,1019,3,26,20064.2
522270,2025-11-29,1019,3,14,10803.8
522271,2025-11-30,1019,3,11,8488.7
522272,2025-12-01,1019,3,16,12347.2
522273,2025-12-02,1019,3,25,19292.5
522274,2025-12-03,1019,3,38,29324.6
522275,2025-12-04,1019,3,16,12347.2
522276,2025-12-05,1019,3,45,34726.5
522277,2025-12-06,1019,3,33,25466.1
522278,2025-12-07,1019,3,0,0.0
522279,2025-12-08,1019,3,28,21607.6
522280,2025-12-09,1019,3,20,15434.0
522281,2025-12-10,1019,3,20,15434.0
522282,2025-12-11,1019,3,44,33954.8
522283,2025-12-12,1019,3,39,30096.3
522284,2025-12-13,1019,3,36,27781.2
522285,2025-12-14,1019,3,15,11575.5
522286,2025-12-15,1019,3,32,24694.4
522287,2025-12-16,1019,3,33,25466.1
522288,2025-12-17,1019,3,32,24694.4
522289,2025-12-18,1019,3,22,16977.4
522290,2025-12-19,1019,3,21,16205.7
522291,2025-12-20,1019,3,19,14662.3
522292,2025-12-21,1019,3,23,17749.1
522293,2025-12-22,1019,3,26,20064.2
522294,2025-12-23,1019,3,47,36269.9
522295,2025-12-24,1019,3,26,20064.2
522296,2025-12-25,1019,3,37,28552.9
522297,2025-12-26,1019,3,47,36269.9
522298,2025-12-27,1019,3,38,29324.6
522299,2025-12-28,1019,3,20,15434.0
522300,2025-12-29,1019,3,37,28552.9
522301,2025-12-30,1019,3,15,11575.5
522302,2025-12-31,1019,3,24,18520.8
522303,2026-01-01,1019,3,41,31639.7
522304,2026-01-02,1019,3,18,13890.6
522305,2026-01-03,1019,3,29,22379.3
522306,2026-01-04,1019,3,11,8488.7
522307,2026-01-05,1019,3,27,20835.9
522308,2026-01-06,1019,3,31,23922.7
522309,2026-01-07,1019,3,21,16205.7
522310,2026-01-08,1019,3,30,23151.0
522311,2026-01-09,1019,3,29,22379.3
522312,2026-01-10,1019,3,16,12347.2
522313,2026-01-11,1019,3,5,3858.5
522314,2026-01-12,1019,3,17,13118.9
522315,2026-01-13,1019,3,27,20835.9
522316,2026-01-14,1019,3,26,20064.2
522317,2026-01-15,1019,3,30,23151.0
522318,2026-01-16,1019,3,27,20835.9
522319,2026-01-17,1019,3,31,23922.7
522320,2026-01-18,1019,3,9,6945.3
522321,2026-01-19,1019,3,25,19292.5
522322,2026-01-20,1019,3,7,5401.9
522323,2026-01-21,1019,3,20,15434.0
522324,2026-01-22,1019,3,15,11575.5
522325,2026-01-23,1019,3,15,11575.5
522326,2026-01-24,1019,3,21,16205.7
522327,2026-01-25,1019,3,11,8488.7
522328,2026-01-26,1019,3,26,20064.2
522329,2026-01-27,1019,3,4,3086.8
522330,2026-01-28,1019,3,18,13890.6
522331,2026-01-29,1019,3,16,12347.2
522332,2026-01-30,1019,3,32,24694.4
522333,2026-01-31,1019,3,17,13118.9
522334,2026-02-01,1019,3,25,19292.5
522335,2026-02-02,1019,3,3,2315.1
522336,2026-02-03,1019,3,29,22379.3
522337,2026-02-04,1019,3,10,7717.0
522338,2026-02-05,1019,3,15,11575.5
522339,2026-02-06,1019,3,31,23922.7
522340,2026-02-07,1019,3,27,20835.9
522341,2026-02-08,1019,3,8,6173.6
522342,2026-02-09,1019,3,5,3858.5
522343,2026-02-10,1019,3,24,18520.8
522344,2026-02-11,1019,3,15,11575.5
522345,2026-02-12,1019,3,16,12347.2
522346,2026-02-13,1019,3,7,5401.9
522347,2026-02-14,1019,3,16,12347.2
522348,2026-02-15,1019,3,4,3086.8
522349,2026-02-16,1019,3,21,16205.7
522350,2026-02-17,1019,3,24,18520.8
522351,2026-02-18,1019,3,11,8488.7
522352,2026-02-19,1019,3,24,18520.8
522353,2026-02-20,1019,3,22,16977.4
522354,2026-02-21,1019,3,16,12347.2
522355,2026-02-22,1019,3,6,4630.2
522356,2026-02-23,1019,3,13,10032.1
522357,2026-02-24,1019,3,13,10032.1
522358,2026-02-25,1019,3,12,9260.4
522359,2026-02-26,1019,3,21,16205.7
522360,2026-02-27,1019,3,19,14662.3
522361,2026-02-28,1019,3,41,31639.7
522362,2026-03-01,1019,3,13,10032.1
522363,2026-03-02,1019,3,29,22379.3
522364,2026-03-03,1019,3,18,13890.6
522365,2026-03-04,1019,3,26,20064.2
522366,2026-03-05,1019,3,24,18520.8
522367,2026-03-06,1019,3,14,10803.8
522368,2026-03-07,1019,3,23,17749.1
522369,2026-03-08,1019,3,9,6945.3
522370,2026-03-09,1019,3,6,4630.2
522371,2026-03-10,1019,3,11,8488.7
522372,2026-03-11,1019,3,18,13890.6
522373,2026-03-12,1019,3,11,8488.7
522374,2026-03-13,1019,3,12,9260.4
522375,2026-03-14,1019,3,36,27781.2
522376,2026-03-15,1019,3,5,3858.5
522377,2026-03-16,1019,3,39,30096.3
522378,2026-03-17,1019,3,13,10032.1
522379,2026-03-18,1019,3,11,8488.7
522380,2026-03-19,1019,3,20,15434.0
522381,2026-03-20,1019,3,14,10803.8
522382,2026-03-21,1019,3,11,8488.7
522383,2026-03-22,1019,3,11,8488.7
522384,2026-03-23,1019,3,17,13118.9
522385,2026-03-24,1019,3,17,13118.9
522386,2026-03-25,1019,3,11,8488.7
522387,2026-03-26,1019,3,8,6173.6
522388,2026-03-27,1019,3,28,21607.6
522389,2026-03-28,1019,3,47,36269.9
522390,2026-03-29,1019,3,19,14662.3
522391,2026-03-30,1019,3,15,11575.5
522392,2026-03-31,1019,3,6,4630.2
522393,2026-04-01,1019,3,26,20064.2
522394,2026-04-02,1019,3,13,10032.1
522395,2026-04-03,1019,3,25,19292.5
522396,2026-04-04,1019,3,17,13118.9
522397,2026-04-05,1019,3,4,3086.8
522398,2026-04-06,1019,3,19,14662.3
522399,2026-04-07,1019,3,9,6945.3
522400,2026-04-08,1019,3,19,14662.3
522401,2026-04-09,1019,3,16,12347.2
522402,2026-04-10,1019,3,33,25466.1
522403,2026-04-11,1019,3,29,22379.3
522404,2026-04-12,1019,3,7,5401.9
522405,2026-04-13,1019,3,11,8488.7
522406,2026-04-14,1019,3,8,6173.6
522407,2026-04-15,1019,3,16,12347.2
522408,2026-04-16,1019,3,19,14662.3
522409,2026-04-17,1019,3,40,30868.0
522410,2026-04-18,1019,3,39,30096.3
522411,2026-04-19,1019,3,6,4630.2
522412,2026-04-20,1019,3,6,4630.2
522413,2026-04-21,1019,3,3,2315.1
522414,2026-04-22,1019,3,16,12347.2
522415,2026-04-23,1019,3,29,22379.3
522416,2026-04-24,1019,3,28,21607.6
522417,2026-04-25,1019,3,16,12347.2
522418,2026-04-26,1019,3,9,6945.3
522419,2026-04-27,1019,3,7,5401.9
522420,2026-04-28,1019,3,17,13118.9
522421,2026-04-29,1019,3,22,16977.4
522422,2026-04-30,1019,3,19,14662.3
522423,2026-05-01,1019,3,23,17749.1
522424,2026-05-02,1019,3,4,3086.8
522425,2026-05-03,1019,3,6,4630.2
522426,2026-05-04,1019,3,11,8488.7
522427,2026-05-05,1019,3,11,8488.7
522428,2026-05-06,1019,3,17,13118.9
522429,2026-05-07,1019,3,13,10032.1
522430,2026-05-08,1019,3,20,15434.0
522431,2026-05-09,1019,3,10,7717.0
522432,2026-05-10,1019,3,9,6945.3
522433,2026-05-11,1019,3,13,10032.1
522434,2026-05-12,1019,3,5,3858.5
522435,2026-05-13,1019,3,29,22379.3
522436,2026-05-14,1019,3,12,9260.4
522437,2026-05-15,1019,3,23,17749.1
522438,2026-05-16,1019,3,31,23922.7
522439,2026-05-17,1019,3,7,5401.9
522440,2026-05-18,1019,3,23,17749.1
522441,2026-05-19,1019,3,17,13118.9
522442,2026-05-20,1019,3,12,9260.4
522443,2026-05-21,1019,3,20,15434.0
522444,2026-05-22,1019,3,11,8488.7
522445,2026-05-23,1019,3,23,17749.1
522446,2026-05-24,1019,3,13,10032.1
522447,2026-05-25,1019,3,11,8488.7
522448,2026-05-26,1019,3,10,7717.0
522449,2026-05-27,1019,3,16,12347.2
522450,2026-05-28,1019,3,13,10032.1
522451,2026-05-29,1019,3,22,16977.4
522452,2026-05-30,1019,3,19,14662.3
522453,2026-05-31,1019,3,11,8488.7
522454,2026-06-01,1019,3,20,15434.0
522455,2026-06-02,1019,3,5,3858.5
522456,2026-06-03,1019,3,14,10803.8
522457,2026-06-04,1019,3,8,6173.6
522458,2026-06-05,1019,3,22,16977.4
522459,2026-06-06,1019,3,17,13118.9
522460,2026-06-07,1019,3,3,2315.1
522461,2026-06-08,1019,3,21,16205.7
522462,2026-06-09,1019,3,11,8488.7
522463,2026-06-10,1019,3,16,12347.2
522464,2026-06-11,1019,3,10,7717.0
522465,2026-06-12,1019,3,16,12347.2
522466,2026-06-13,1019,3,11,8488.7
522467,2026-06-14,1019,3,6,4630.2
522468,2026-06-15,1019,3,6,4630.2
522469,2026-06-16,1019,3,13,10032.1
522470,2026-06-17,1019,3,9,6945.3
522471,2026-06-18,1019,3,14,10803.8
522472,2026-06-19,1019,3,9,6945.3
522473,2026-06-20,1019,3,23,17749.1
522474,2026-06-21,1019,3,5,3858.5
522475,2026-06-22,1019,3,21,16205.7
522476,2026-06-23,1019,3,17,13118.9
522477,2026-06-24,1019,3,8,6173.6
522478,2026-06-25,1019,3,6,4630.2
522479,2026-06-26,1019,3,13,10032.1
522480,2026-06-27,1019,3,4,3086.8
522481,2026-06-28,1019,3,6,4630.2
522482,2026-06-29,1019,3,15,11575.5
522483,2026-06-30,1019,3,9,6945.3
522484,2026-07-01,1019,3,3,2315.1
522485,2026-07-02,1019,3,9,6945.3
522486,2026-07-03,1019,3,14,10803.8
522487,2026-07-04,1019,3,14,10803.8
522488,2026-07-05,1019,3,5,3858.5
522489,2026-07-06,1019,3,6,4630.2
522490,2026-07-07,1019,3,8,6173.6
522491,2026-07-08,1019,3,7,5401.9
522492,2026-07-09,1019,3,4,3086.8
522493,2026-07-10,1019,3,22,16977.4
522494,2026-07-11,1019,3,4,3086.8
522495,2026-07-12,1019,3,5,3858.5
522496,2026-07-13,1019,3,18,13890.6
522497,2026-07-14,1019,3,13,10032.1
522498,2026-07-15,1019,3,12,9260.4
522499,2026-07-16,1019,3,16,12347.2
522500,2026-07-17,1019,3,28,21607.6
522501,2026-07-18,1019,3,15,11575.5
522502,2026-07-19,1019,3,12,9260.4
522503,2026-07-20,1019,3,18,13890.6
522504,2026-07-21,1019,3,12,9260.4
522505,2026-07-22,1019,3,6,4630.2
522506,2026-07-23,1019,3,30,23151.0
522507,2026-07-24,1019,3,13,10032.1
522508,2026-07-25,1019,3,12,9260.4
522509,2026-07-26,1019,3,7,5401.9
522510,2026-07-27,1019,3,12,9260.4
522511,2026-07-28,1019,3,14,10803.8
522512,2026-07-29,1019,3,12,9260.4
522513,2026-07-30,1019,3,15,11575.5
522514,2026-07-31,1019,3,14,10803.8
522515,2026-08-01,1019,3,18,13890.6
522516,2025-07-03,1020,1,14,27178.06
522517,2025-07-04,1020,1,12,23295.48
522518,2025-07-05,1020,1,23,44649.67
522519,2025-07-06,1020,1,11,21354.19
522520,2025-07-07,1020,1,14,27178.06
522521,2025-07-08,1020,1,11,21354.19
522522,2025-07-09,1020,1,6,11647.74
522523,2025-07-10,1020,1,14,27178.06
522524,2025-07-11,1020,1,16,31060.64
522525,2025-07-12,1020,1,25,48532.25
522526,2025-07-13,1020,1,6,11647.74
522527,2025-07-14,1020,1,12,23295.48
522528,2025-07-15,1020,1,15,29119.35
522529,2025-07-16,1020,1,16,31060.64
522530,2025-07-17,1020,1,11,21354.19
522531,2025-07-18,1020,1,21,40767.09
522532,2025-07-19,1020,1,18,34943.22
522533,2025-07-20,1020,1,14,27178.06
522534,2025-07-21,1020,1,8,15530.32
522535,2025-07-22,1020,1,6,11647.74
522536,2025-07-23,1020,1,13,25236.77
522537,2025-07-24,1020,1,14,27178.06
522538,2025-07-25,1020,1,16,31060.64
522539,2025-07-26,1020,1,29,56297.41
522540,2025-07-27,1020,1,10,19412.9
522541,2025-07-28,1020,1,10,19412.9
522542,2025-07-29,1020,1,14,27178.06
522543,2025-07-30,1020,1,15,29119.35
522544,2025-07-31,1020,1,10,19412.9
522545,2025-08-01,1020,1,35,67945.15
522546,2025-08-02,1020,1,31,60179.99
522547,2025-08-03,1020,1,2,3882.58
522548,2025-08-04,1020,1,16,31060.64
522549,2025-08-05,1020,1,15,29119.35
522550,2025-08-06,1020,1,12,23295.48
522551,2025-08-07,1020,1,20,38825.8
522552,2025-08-08,1020,1,13,25236.77
522553,2025-08-09,1020,1,21,40767.09
522554,2025-08-10,1020,1,8,15530.32
522555,2025-08-11,1020,1,14,27178.06
522556,2025-08-12,1020,1,19,36884.51
522557,2025-08-13,1020,1,12,23295.48
522558,2025-08-14,1020,1,18,34943.22
522559,2025-08-15,1020,1,31,60179.99
522560,2025-08-16,1020,1,38,73769.02
522561,2025-08-17,1020,1,8,15530.32
522562,2025-08-18,1020,1,21,40767.09
522563,2025-08-19,1020,1,12,23295.48
522564,2025-08-20,1020,1,16,31060.64
522565,2025-08-21,1020,1,25,48532.25
522566,2025-08-22,1020,1,31,60179.99
522567,2025-08-23,1020,1,24,46590.96
522568,2025-08-24,1020,1,9,17471.61
522569,2025-08-25,1020,1,29,56297.41
522570,2025-08-26,1020,1,18,34943.22
522571,2025-08-27,1020,1,8,15530.32
522572,2025-08-28,1020,1,18,34943.22
522573,2025-08-29,1020,1,29,56297.41
522574,2025-08-30,1020,1,34,66003.86
522575,2025-08-31,1020,1,10,19412.9
522576,2025-09-01,1020,1,11,21354.19
522577,2025-09-02,1020,1,18,34943.22
522578,2025-09-03,1020,1,8,15530.32
522579,2025-09-04,1020,1,12,23295.48
522580,2025-09-05,1020,1,19,36884.51
522581,2025-09-06,1020,1,42,81534.18
522582,2025-09-07,1020,1,8,15530.32
522583,2025-09-08,1020,1,15,29119.35
522584,2025-09-09,1020,1,19,36884.51
522585,2025-09-10,1020,1,20,38825.8
522586,2025-09-11,1020,1,16,31060.64
522587,2025-09-12,1020,1,23,44649.67
522588,2025-09-13,1020,1,18,34943.22
522589,2025-09-14,1020,1,10,19412.9
522590,2025-09-15,1020,1,17,33001.93
522591,2025-09-16,1020,1,7,13589.03
522592,2025-09-17,1020,1,26,50473.54
522593,2025-09-18,1020,1,23,44649.67
522594,2025-09-19,1020,1,21,40767.09
522595,2025-09-20,1020,1,51,99005.79
522596,2025-09-21,1020,1,6,11647.74
522597,2025-09-22,1020,1,19,36884.51
522598,2025-09-23,1020,1,15,29119.35
522599,2025-09-24,1020,1,26,50473.54
522600,2025-09-25,1020,1,13,25236.77
522601,2025-09-26,1020,1,36,69886.44
522602,2025-09-27,1020,1,30,58238.7
522603,2025-09-28,1020,1,11,21354.19
522604,2025-09-29,1020,1,14,27178.06
522605,2025-09-30,1020,1,16,31060.64
522606,2025-10-01,1020,1,21,40767.09
522607,2025-10-02,1020,1,13,25236.77
522608,2025-10-03,1020,1,12,23295.48
522609,2025-10-04,1020,1,31,60179.99
522610,2025-10-05,1020,1,15,29119.35
522611,2025-10-06,1020,1,10,19412.9
522612,2025-10-07,1020,1,16,31060.64
522613,2025-10-08,1020,1,17,33001.93
522614,2025-10-09,1020,1,16,31060.64
522615,2025-10-10,1020,1,31,60179.99
522616,2025-10-11,1020,1,33,64062.57
522617,2025-10-12,1020,1,9,17471.61
522618,2025-10-13,1020,1,18,34943.22
522619,2025-10-14,1020,1,11,21354.19
522620,2025-10-15,1020,1,22,42708.38
522621,2025-10-16,1020,1,26,50473.54
522622,2025-10-17,1020,1,26,50473.54
522623,2025-10-18,1020,1,26,50473.54
522624,2025-10-19,1020,1,7,13589.03
522625,2025-10-20,1020,1,19,36884.51
522626,2025-10-21,1020,1,23,44649.67
522627,2025-10-22,1020,1,28,54356.12
522628,2025-10-23,1020,1,22,42708.38
522629,2025-10-24,1020,1,24,46590.96
522630,2025-10-25,1020,1,13,25236.77
522631,2025-10-26,1020,1,14,27178.06
522632,2025-10-27,1020,1,10,19412.9
522633,2025-10-28,1020,1,10,19412.9
522634,2025-10-29,1020,1,16,31060.64
522635,2025-10-30,1020,1,12,23295.48
522636,2025-10-31,1020,1,26,50473.54
522637,2025-11-01,1020,1,26,50473.54
522638,2025-11-02,1020,1,9,17471.61
522639,2025-11-03,1020,1,13,25236.77
522640,2025-11-04,1020,1,13,25236.77
522641,2025-11-05,1020,1,10,19412.9
522642,2025-11-06,1020,1,16,31060.64
522643,2025-11-07,1020,1,27,52414.83
522644,2025-11-08,1020,1,10,19412.9
522645,2025-11-09,1020,1,10,19412.9
522646,2025-11-10,1020,1,16,31060.64
522647,2025-11-11,1020,1,11,21354.19
522648,2025-11-12,1020,1,26,50473.54
522649,2025-11-13,1020,1,21,40767.09
522650,2025-11-14,1020,1,11,21354.19
522651,2025-11-15,1020,1,26,50473.54
522652,2025-11-16,1020,1,13,25236.77
522653,2025-11-17,1020,1,18,34943.22
522654,2025-11-18,1020,1,19,36884.51
522655,2025-11-19,1020,1,17,33001.93
522656,2025-11-20,1020,1,14,27178.06
522657,2025-11-21,1020,1,29,56297.41
522658,2025-11-22,1020,1,20,38825.8
522659,2025-11-23,1020,1,11,21354.19
522660,2025-11-24,1020,1,22,42708.38
522661,2025-11-25,1020,1,17,33001.93
522662,2025-11-26,1020,1,9,17471.61
522663,2025-11-27,1020,1,20,38825.8
522664,2025-11-28,1020,1,29,56297.41
522665,2025-11-29,1020,1,37,71827.73
522666,2025-11-30,1020,1,10,19412.9
522667,2025-12-01,1020,1,40,77651.6
522668,2025-12-02,1020,1,39,75710.31
522669,2025-12-03,1020,1,28,54356.12
522670,2025-12-04,1020,1,32,62121.28
522671,2025-12-05,1020,1,37,71827.73
522672,2025-12-06,1020,1,76,147538.04
522673,2025-12-07,1020,1,6,11647.74
522674,2025-12-08,1020,1,46,89299.34
522675,2025-12-09,1020,1,39,75710.31
522676,2025-12-10,1020,1,34,66003.86
522677,2025-12-11,1020,1,27,52414.83
522678,2025-12-12,1020,1,35,67945.15
522679,2025-12-13,1020,1,35,67945.15
522680,2025-12-14,1020,1,10,19412.9
522681,2025-12-15,1020,1,27,52414.83
522682,2025-12-16,1020,1,46,89299.34
522683,2025-12-17,1020,1,28,54356.12
522684,2025-12-18,1020,1,132,256250.28
522685,2025-12-19,1020,1,9,17471.61
522686,2025-12-20,1020,1,0,0.0
522687,2025-12-21,1020,1,0,0.0
522688,2025-12-22,1020,1,28,54356.12
522689,2025-12-23,1020,1,23,44649.67
522690,2025-12-24,1020,1,33,64062.57
522691,2025-12-25,1020,1,39,75710.31
522692,2025-12-26,1020,1,65,126183.85
522693,2025-12-27,1020,1,54,104829.66
522694,2025-12-28,1020,1,15,29119.35
522695,2025-12-29,1020,1,21,40767.09
522696,2025-12-30,1020,1,30,58238.7
522697,2025-12-31,1020,1,56,108712.24
522698,2026-01-01,1020,1,23,44649.67
522699,2026-01-02,1020,1,33,64062.57
522700,2026-01-03,1020,1,34,66003.86
522701,2026-01-04,1020,1,12,23295.48
522702,2026-01-05,1020,1,25,48532.25
522703,2026-01-06,1020,1,22,42708.38
522704,2026-01-07,1020,1,18,34943.22
522705,2026-01-08,1020,1,22,42708.38
522706,2026-01-09,1020,1,21,40767.09
522707,2026-01-10,1020,1,37,71827.73
522708,2026-01-11,1020,1,20,38825.8
522709,2026-01-12,1020,1,37,71827.73
522710,2026-01-13,1020,1,24,46590.96
522711,2026-01-14,1020,1,36,69886.44
522712,2026-01-15,1020,1,30,58238.7
522713,2026-01-16,1020,1,47,91240.63
522714,2026-01-17,1020,1,33,64062.57
522715,2026-01-18,1020,1,21,40767.09
522716,2026-01-19,1020,1,31,60179.99
522717,2026-01-20,1020,1,26,50473.54
522718,2026-01-21,1020,1,36,69886.44
522719,2026-01-22,1020,1,42,81534.18
522720,2026-01-23,1020,1,49,95123.21
522721,2026-01-24,1020,1,36,69886.44
522722,2026-01-25,1020,1,13,25236.77
522723,2026-01-26,1020,1,22,42708.38
522724,2026-01-27,1020,1,19,36884.51
522725,2026-01-28,1020,1,20,38825.8
522726,2026-01-29,1020,1,42,81534.18
522727,2026-01-30,1020,1,25,48532.25
522728,2026-01-31,1020,1,34,66003.86
522729,2026-02-01,1020,1,16,31060.64
522730,2026-02-02,1020,1,29,56297.41
522731,2026-02-03,1020,1,11,21354.19
522732,2026-02-04,1020,1,25,48532.25
522733,2026-02-05,1020,1,32,62121.28
522734,2026-02-06,1020,1,58,112594.82
522735,2026-02-07,1020,1,18,34943.22
522736,2026-02-08,1020,1,24,46590.96
522737,2026-02-09,1020,1,36,69886.44
522738,2026-02-10,1020,1,16,31060.64
522739,2026-02-11,1020,1,29,56297.41
522740,2026-02-12,1020,1,27,52414.83
522741,2026-02-13,1020,1,28,54356.12
522742,2026-02-14,1020,1,19,36884.51
522743,2026-02-15,1020,1,13,25236.77
522744,2026-02-16,1020,1,15,29119.35
522745,2026-02-17,1020,1,40,77651.6
