inventario_id,fecha_snapshot,producto_id,sucursal_id,stock_actual,stock_en_transito
905945,2025-07-22,1006,1,26,34
905946,2025-07-23,1006,1,22,34
905947,2025-07-24,1006,1,20,34
905948,2025-07-25,1006,1,16,34
905949,2025-07-26,1006,1,47,0
905950,2025-07-27,1006,1,46,0
905951,2025-07-28,1006,1,41,0
905952,2025-07-29,1006,1,40,0
905953,2025-07-30,1006,1,34,0
905954,2025-07-31,1006,1,30,0
905955,2025-08-01,1006,1,27,34
905956,2025-08-02,1006,1,24,34
905957,2025-08-03,1006,1,23,34
905958,2025-08-04,1006,1,19,34
905959,2025-08-05,1006,1,14,34
905960,2025-08-06,1006,1,43,0
905961,2025-08-07,1006,1,42,0
905962,2025-08-08,1006,1,33,0
905963,2025-08-09,1006,1,30,0
905964,2025-08-10,1006,1,29,0
905965,2025-08-11,1006,1,29,0
905966,2025-08-12,1006,1,26,34
905967,2025-08-13,1006,1,24,34
905968,2025-08-14,1006,1,20,34
905969,2025-08-15,1006,1,17,34
905970,2025-08-16,1006,1,47,0
905971,2025-08-17,1006,1,47,0
905972,2025-08-18,1006,1,45,0
905973,2025-08-19,1006,1,44,0
905974,2025-08-20,1006,1,37,0
905975,2025-08-21,1006,1,33,0
905976,2025-08-22,1006,1,30,0
905977,2025-08-23,1006,1,26,32
905978,2025-08-24,1006,1,24,32
905979,2025-08-25,1006,1,22,32
905980,2025-08-26,1006,1,17,32
905981,2025-08-27,1006,1,15,32
905982,2025-08-28,1006,1,47,0
905983,2025-08-29,1006,1,45,0
905984,2025-08-30,1006,1,44,0
905985,2025-08-31,1006,1,44,0
905986,2025-09-01,1006,1,44,0
905987,2025-09-02,1006,1,39,0
905988,2025-09-03,1006,1,35,0
905989,2025-09-04,1006,1,33,0
905990,2025-09-05,1006,1,31,0
905991,2025-09-06,1006,1,29,0
905992,2025-09-07,1006,1,27,0
905993,2025-09-08,1006,1,24,0
905994,2025-09-09,1006,1,22,28
905995,2025-09-10,1006,1,19,28
905996,2025-09-11,1006,1,15,28
905997,2025-09-12,1006,1,13,28
905998,2025-09-13,1006,1,11,28
905999,2025-09-14,1006,1,39,0
906000,2025-09-15,1006,1,35,0
906001,2025-09-16,1006,1,30,0
906002,2025-09-17,1006,1,28,0
906003,2025-09-18,1006,1,24,0
906004,2025-09-19,1006,1,18,31
906005,2025-09-20,1006,1,14,31
906006,2025-09-21,1006,1,12,31
906007,2025-09-22,1006,1,8,31
906008,2025-09-23,1006,1,38,0
906009,2025-09-24,1006,1,36,0
906010,2025-09-25,1006,1,34,0
906011,2025-09-26,1006,1,26,0
906012,2025-09-27,1006,1,20,32
906013,2025-09-28,1006,1,19,32
906014,2025-09-29,1006,1,19,32
906015,2025-09-30,1006,1,9,32
906016,2025-10-01,1006,1,9,32
906017,2025-10-02,1006,1,5,32
906018,2025-10-03,1006,1,35,0
906019,2025-10-04,1006,1,24,29
906020,2025-10-05,1006,1,23,29
906021,2025-10-06,1006,1,20,29
906022,2025-10-07,1006,1,19,29
906023,2025-10-08,1006,1,46,0
906024,2025-10-09,1006,1,45,0
906025,2025-10-10,1006,1,41,0
906026,2025-10-11,1006,1,40,0
906027,2025-10-12,1006,1,40,0
906028,2025-10-13,1006,1,33,0
906029,2025-10-14,1006,1,33,0
906030,2025-10-15,1006,1,28,0
906031,2025-10-16,1006,1,23,33
906032,2025-10-17,1006,1,18,33
906033,2025-10-18,1006,1,12,33
906034,2025-10-19,1006,1,11,33
906035,2025-10-20,1006,1,7,33
906036,2025-10-21,1006,1,7,33
906037,2025-10-22,1006,1,38,0
906038,2025-10-23,1006,1,35,0
906039,2025-10-24,1006,1,31,0
906040,2025-10-25,1006,1,29,0
906041,2025-10-26,1006,1,26,0
906042,2025-10-27,1006,1,20,37
906043,2025-10-28,1006,1,18,37
906044,2025-10-29,1006,1,12,37
906045,2025-10-30,1006,1,8,37
906046,2025-10-31,1006,1,6,37
906047,2025-11-01,1006,1,42,0
906048,2025-11-02,1006,1,41,0
906049,2025-11-03,1006,1,39,0
906050,2025-11-04,1006,1,39,0
906051,2025-11-05,1006,1,34,0
906052,2025-11-06,1006,1,33,0
906053,2025-11-07,1006,1,29,0
906054,2025-11-08,1006,1,24,33
906055,2025-11-09,1006,1,21,33
906056,2025-11-10,1006,1,16,33
906057,2025-11-11,1006,1,13,33
906058,2025-11-12,1006,1,40,0
906059,2025-11-13,1006,1,39,0
906060,2025-11-14,1006,1,37,0
906061,2025-11-15,1006,1,34,0
906062,2025-11-16,1006,1,32,0
906063,2025-11-17,1006,1,28,0
906064,2025-11-18,1006,1,27,0
906065,2025-11-19,1006,1,26,0
906066,2025-11-20,1006,1,25,0
906067,2025-11-21,1006,1,21,31
906068,2025-11-22,1006,1,18,31
906069,2025-11-23,1006,1,16,31
906070,2025-11-24,1006,1,15,31
906071,2025-11-25,1006,1,13,31
906072,2025-11-26,1006,1,36,0
906073,2025-11-27,1006,1,32,0
906074,2025-11-28,1006,1,29,0
906075,2025-11-29,1006,1,27,0
906076,2025-11-30,1006,1,26,0
906077,2025-12-01,1006,1,25,0
906078,2025-12-02,1006,1,23,0
906079,2025-12-03,1006,1,16,36
906080,2025-12-04,1006,1,11,36
906081,2025-12-05,1006,1,10,36
906082,2025-12-06,1006,1,5,36
906083,2025-12-07,1006,1,40,0
906084,2025-12-08,1006,1,35,0
906085,2025-12-09,1006,1,34,0
906086,2025-12-10,1006,1,32,0
906087,2025-12-11,1006,1,22,32
906088,2025-12-12,1006,1,18,32
906089,2025-12-13,1006,1,15,32
906090,2025-12-14,1006,1,14,32
906091,2025-12-15,1006,1,11,32
906092,2025-12-16,1006,1,40,0
906093,2025-12-17,1006,1,40,0
906094,2025-12-18,1006,1,32,0
906095,2025-12-19,1006,1,28,0
906096,2025-12-20,1006,1,26,0
906097,2025-12-21,1006,1,25,0
906098,2025-12-22,1006,1,22,34
906099,2025-12-23,1006,1,22,34
906100,2025-12-24,1006,1,21,34
906101,2025-12-25,1006,1,19,34
906102,2025-12-26,1006,1,15,34
906103,2025-12-27,1006,1,9,34
906104,2025-12-28,1006,1,41,0
906105,2025-12-29,1006,1,36,0
906106,2025-12-30,1006,1,30,0
906107,2025-12-31,1006,1,29,0
906108,2026-01-01,1006,1,28,0
906109,2026-01-02,1006,1,22,32
906110,2026-01-03,1006,1,19,32
906111,2026-01-04,1006,1,18,32
906112,2026-01-05,1006,1,14,32
906113,2026-01-06,1006,1,12,32
906114,2026-01-07,1006,1,41,0
906115,2026-01-08,1006,1,32,0
906116,2026-01-09,1006,1,24,38
906117,2026-01-10,1006,1,21,38
906118,2026-01-11,1006,1,18,38
906119,2026-01-12,1006,1,14,38
906120,2026-01-13,1006,1,51,0
906121,2026-01-14,1006,1,47,0
906122,2026-01-15,1006,1,45,0
906123,2026-01-16,1006,1,43,0
906124,2026-01-17,1006,1,34,0
906125,2026-01-18,1006,1,34,0
906126,2026-01-19,1006,1,32,0
906127,2026-01-20,1006,1,29,0
906128,2026-01-21,1006,1,27,0
906129,2026-01-22,1006,1,26,0
906130,2026-01-23,1006,1,24,33
906131,2026-01-24,1006,1,19,33
906132,2026-01-25,1006,1,18,33
906133,2026-01-26,1006,1,17,33
906134,2026-01-27,1006,1,13,33
906135,2026-01-28,1006,1,13,33
906136,2026-01-29,1006,1,44,0
906137,2026-01-30,1006,1,40,0
906138,2026-01-31,1006,1,36,0
906139,2026-02-01,1006,1,36,0
906140,2026-02-02,1006,1,33,0
906141,2026-02-03,1006,1,28,0
906142,2026-02-04,1006,1,26,0
906143,2026-02-05,1006,1,22,32
906144,2026-02-06,1006,1,22,32
906145,2026-02-07,1006,1,20,32
906146,2026-02-08,1006,1,20,32
906147,2026-02-09,1006,1,18,32
906148,2026-02-10,1006,1,47,0
906149,2026-02-11,1006,1,45,0
906150,2026-02-12,1006,1,41,0
906151,2026-02-13,1006,1,37,0
906152,2026-02-14,1006,1,36,0
906153,2026-02-15,1006,1,35,0
906154,2026-02-16,1006,1,33,0
906155,2026-02-17,1006,1,31,0
906156,2026-02-18,1006,1,26,0
906157,2026-02-19,1006,1,23,0
906158,2026-02-20,1006,1,21,28
906159,2026-02-21,1006,1,16,28
906160,2026-02-22,1006,1,11,28
906161,2026-02-23,1006,1,9,28
906162,2026-02-24,1006,1,35,0
906163,2026-02-25,1006,1,34,0
906164,2026-02-26,1006,1,29,0
906165,2026-02-27,1006,1,28,0
906166,2026-02-28,1006,1,16,34
906167,2026-03-01,1006,1,16,34
906168,2026-03-02,1006,1,15,34
906169,2026-03-03,1006,1,14,34
906170,2026-03-04,1006,1,12,34
906171,2026-03-05,1006,1,42,0
906172,2026-03-06,1006,1,37,0
906173,2026-03-07,1006,1,32,0
906174,2026-03-08,1006,1,31,0
906175,2026-03-09,1006,1,30,0
906176,2026-03-10,1006,1,30,0
906177,2026-03-11,1006,1,29,0
906178,2026-03-12,1006,1,23,0
906179,2026-03-13,1006,1,21,26
906180,2026-03-14,1006,1,18,26
906181,2026-03-15,1006,1,16,26
906182,2026-03-16,1006,1,11,26
906183,2026-03-17,1006,1,34,0
906184,2026-03-18,1006,1,31,0
906185,2026-03-19,1006,1,31,0
906186,2026-03-20,1006,1,27,0
906187,2026-03-21,1006,1,22,27
906188,2026-03-22,1006,1,19,27
906189,2026-03-23,1006,1,18,27
906190,2026-03-24,1006,1,18,27
906191,2026-03-25,1006,1,15,27
906192,2026-03-26,1006,1,38,0
906193,2026-03-27,1006,1,28,0
906194,2026-03-28,1006,1,23,31
906195,2026-03-29,1006,1,22,31
906196,2026-03-30,1006,1,17,31
906197,2026-03-31,1006,1,16,31
906198,2026-04-01,1006,1,41,0
906199,2026-04-02,1006,1,40,0
906200,2026-04-03,1006,1,39,0
906201,2026-04-04,1006,1,33,0
906202,2026-04-05,1006,1,32,0
906203,2026-04-06,1006,1,30,0
906204,2026-04-07,1006,1,27,0
906205,2026-04-08,1006,1,24,0
906206,2026-04-09,1006,1,21,33
906207,2026-04-10,1006,1,4,33
906208,2026-04-11,1006,1,2,33
906209,2026-04-12,1006,1,0,33
906210,2026-04-13,1006,1,0,33
906211,2026-04-14,1006,1,0,33
906212,2026-04-15,1006,1,31,0
906213,2026-04-16,1006,1,30,0
906214,2026-04-17,1006,1,25,31
906215,2026-04-18,1006,1,12,31
906216,2026-04-19,1006,1,10,31
906217,2026-04-20,1006,1,9,31
906218,2026-04-21,1006,1,35,0
906219,2026-04-22,1006,1,33,0
906220,2026-04-23,1006,1,30,0
906221,2026-04-24,1006,1,26,23
906222,2026-04-25,1006,1,23,23
906223,2026-04-26,1006,1,22,23
906224,2026-04-27,1006,1,18,23
906225,2026-04-28,1006,1,15,23
906226,2026-04-29,1006,1,36,0
906227,2026-04-30,1006,1,35,0
906228,2026-05-01,1006,1,29,0
906229,2026-05-02,1006,1,17,48
906230,2026-05-03,1006,1,17,48
906231,2026-05-04,1006,1,15,48
906232,2026-05-05,1006,1,7,48
906233,2026-05-06,1006,1,42,0
906234,2026-05-07,1006,1,40,0
906235,2026-05-08,1006,1,38,0
906236,2026-05-09,1006,1,34,0
906237,2026-05-10,1006,1,33,0
906238,2026-05-11,1006,1,31,39
906239,2026-05-12,1006,1,31,39
906240,2026-05-13,1006,1,29,39
906241,2026-05-14,1006,1,27,39
906242,2026-05-15,1006,1,25,39
906243,2026-05-16,1006,1,60,0
906244,2026-05-17,1006,1,58,0
906245,2026-05-18,1006,1,49,0
906246,2026-05-19,1006,1,44,0
906247,2026-05-20,1006,1,36,0
906248,2026-05-21,1006,1,35,0
906249,2026-05-22,1006,1,35,0
906250,2026-05-23,1006,1,34,0
906251,2026-05-24,1006,1,31,0
906252,2026-05-25,1006,1,31,0
906253,2026-05-26,1006,1,29,36
906254,2026-05-27,1006,1,26,36
906255,2026-05-28,1006,1,25,36
906256,2026-05-29,1006,1,19,36
906257,2026-05-30,1006,1,47,0
906258,2026-05-31,1006,1,46,0
906259,2026-06-01,1006,1,44,0
906260,2026-06-02,1006,1,42,0
906261,2026-06-03,1006,1,36,0
906262,2026-06-04,1006,1,35,0
906263,2026-06-05,1006,1,32,0
906264,2026-06-06,1006,1,29,0
906265,2026-06-07,1006,1,25,34
906266,2026-06-08,1006,1,21,34
906267,2026-06-09,1006,1,18,34
906268,2026-06-10,1006,1,16,34
906269,2026-06-11,1006,1,12,34
906270,2026-06-12,1006,1,7,34
906271,2026-06-13,1006,1,39,0
906272,2026-06-14,1006,1,38,0
906273,2026-06-15,1006,1,35,0
906274,2026-06-16,1006,1,33,0
906275,2026-06-17,1006,1,29,0
906276,2026-06-18,1006,1,28,0
906277,2026-06-19,1006,1,27,0
906278,2026-06-20,1006,1,24,0
906279,2026-06-21,1006,1,24,0
906280,2026-06-22,1006,1,23,0
906281,2026-06-23,1006,1,22,0
906282,2026-06-24,1006,1,21,26
906283,2026-06-25,1006,1,16,26
906284,2026-06-26,1006,1,9,26
906285,2026-06-27,1006,1,6,26
906286,2026-06-28,1006,1,30,0
906287,2026-06-29,1006,1,29,0
906288,2026-06-30,1006,1,27,0
906289,2026-07-01,1006,1,25,0
906290,2026-07-02,1006,1,19,30
906291,2026-07-03,1006,1,11,30
906292,2026-07-04,1006,1,4,30
906293,2026-07-05,1006,1,2,30
906294,2026-07-06,1006,1,2,30
906295,2026-07-07,1006,1,31,0
906296,2026-07-08,1006,1,30,0
906297,2026-07-09,1006,1,29,0
906298,2026-07-10,1006,1,25,0
906299,2026-07-11,1006,1,17,36
906300,2026-07-12,1006,1,13,36
906301,2026-07-13,1006,1,12,36
906302,2026-07-14,1006,1,9,36
906303,2026-07-15,1006,1,4,36
906304,2026-07-16,1006,1,35,0
906305,2026-07-17,1006,1,32,0
906306,2026-07-18,1006,1,30,0
906307,2026-07-19,1006,1,30,0
906308,2026-07-20,1006,1,26,0
906309,2026-07-21,1006,1,21,32
906310,2026-07-22,1006,1,20,32
906311,2026-07-23,1006,1,19,32
906312,2026-07-24,1006,1,13,32
906313,2026-07-25,1006,1,9,32
906314,2026-07-26,1006,1,9,32
906315,2026-07-27,1006,1,40,0
906316,2026-07-28,1006,1,39,0
906317,2026-07-29,1006,1,37,0
906318,2026-07-30,1006,1,36,0
906319,2026-07-31,1006,1,32,0
906320,2026-08-01,1006,1,31,0
906321,2025-07-03,1006,2,26,0
906322,2025-07-04,1006,2,23,0
906323,2025-07-05,1006,2,22,0
906324,2025-07-06,1006,2,19,26
906325,2025-07-07,1006,2,18,26
906326,2025-07-08,1006,2,16,26
906327,2025-07-09,1006,2,13,26
906328,2025-07-10,1006,2,12,26
906329,2025-07-11,1006,2,35,0
906330,2025-07-12,1006,2,30,0
906331,2025-07-13,1006,2,27,0
906332,2025-07-14,1006,2,17,40
906333,2025-07-15,1006,2,15,40
906334,2025-07-16,1006,2,13,40
906335,2025-07-17,1006,2,9,40
906336,2025-07-18,1006,2,5,40
906337,2025-07-19,1006,2,41,0
906338,2025-07-20,1006,2,37,0
906339,2025-07-21,1006,2,34,0
906340,2025-07-22,1006,2,32,0
906341,2025-07-23,1006,2,29,0
906342,2025-07-24,1006,2,26,0
906343,2025-07-25,1006,2,26,0
906344,2025-07-26,1006,2,21,33
906345,2025-07-27,1006,2,17,33
906346,2025-07-28,1006,2,12,33
906347,2025-07-29,1006,2,10,33
906348,2025-07-30,1006,2,41,0
906349,2025-07-31,1006,2,40,0
906350,2025-08-01,1006,2,38,0
906351,2025-08-02,1006,2,30,0
906352,2025-08-03,1006,2,29,0
906353,2025-08-04,1006,2,27,0
906354,2025-08-05,1006,2,20,21
906355,2025-08-06,1006,2,20,21
906356,2025-08-07,1006,2,16,21
906357,2025-08-08,1006,2,11,21
906358,2025-08-09,1006,2,9,21
906359,2025-08-10,1006,2,27,0
906360,2025-08-11,1006,2,26,0
906361,2025-08-12,1006,2,24,0
906362,2025-08-13,1006,2,22,25
906363,2025-08-14,1006,2,17,25
906364,2025-08-15,1006,2,17,25
906365,2025-08-16,1006,2,10,25
906366,2025-08-17,1006,2,34,0
906367,2025-08-18,1006,2,34,0
906368,2025-08-19,1006,2,33,0
906369,2025-08-20,1006,2,22,21
906370,2025-08-21,1006,2,18,21
906371,2025-08-22,1006,2,16,21
906372,2025-08-23,1006,2,16,21
906373,2025-08-24,1006,2,33,0
906374,2025-08-25,1006,2,31,0
906375,2025-08-26,1006,2,29,0
906376,2025-08-27,1006,2,27,0
906377,2025-08-28,1006,2,24,0
906378,2025-08-29,1006,2,20,34
906379,2025-08-30,1006,2,16,34
906380,2025-08-31,1006,2,13,34
906381,2025-09-01,1006,2,13,34
906382,2025-09-02,1006,2,44,0
906383,2025-09-03,1006,2,44,0
906384,2025-09-04,1006,2,43,0
906385,2025-09-05,1006,2,40,0
906386,2025-09-06,1006,2,36,0
906387,2025-09-07,1006,2,36,0
906388,2025-09-08,1006,2,32,0
906389,2025-09-09,1006,2,31,0
906390,2025-09-10,1006,2,27,0
906391,2025-09-11,1006,2,24,0
906392,2025-09-12,1006,2,21,28
906393,2025-09-13,1006,2,17,28
906394,2025-09-14,1006,2,17,28
906395,2025-09-15,1006,2,17,28
906396,2025-09-16,1006,2,16,28
906397,2025-09-17,1006,2,13,28
906398,2025-09-18,1006,2,39,0
906399,2025-09-19,1006,2,36,0
906400,2025-09-20,1006,2,31,0
906401,2025-09-21,1006,2,31,0
906402,2025-09-22,1006,2,31,0
906403,2025-09-23,1006,2,27,0
906404,2025-09-24,1006,2,24,0
906405,2025-09-25,1006,2,21,0
906406,2025-09-26,1006,2,18,28
906407,2025-09-27,1006,2,16,28
906408,2025-09-28,1006,2,12,28
906409,2025-09-29,1006,2,7,28
906410,2025-09-30,1006,2,4,28
906411,2025-10-01,1006,2,0,28
906412,2025-10-02,1006,2,23,0
906413,2025-10-03,1006,2,12,41
906414,2025-10-04,1006,2,4,41
906415,2025-10-05,1006,2,4,41
906416,2025-10-06,1006,2,0,41
906417,2025-10-07,1006,2,41,0
906418,2025-10-08,1006,2,38,0
906419,2025-10-09,1006,2,37,0
906420,2025-10-10,1006,2,36,0
906421,2025-10-11,1006,2,34,0
906422,2025-10-12,1006,2,31,0
906423,2025-10-13,1006,2,28,0
906424,2025-10-14,1006,2,28,0
906425,2025-10-15,1006,2,26,0
906426,2025-10-16,1006,2,24,0
906427,2025-10-17,1006,2,21,26
906428,2025-10-18,1006,2,20,26
906429,2025-10-19,1006,2,19,26
906430,2025-10-20,1006,2,17,26
906431,2025-10-21,1006,2,17,26
906432,2025-10-22,1006,2,40,0
906433,2025-10-23,1006,2,37,0
906434,2025-10-24,1006,2,34,0
906435,2025-10-25,1006,2,31,0
906436,2025-10-26,1006,2,31,0
906437,2025-10-27,1006,2,27,0
906438,2025-10-28,1006,2,23,0
906439,2025-10-29,1006,2,23,0
906440,2025-10-30,1006,2,18,0
906441,2025-10-31,1006,2,17,31
906442,2025-11-01,1006,2,16,31
906443,2025-11-02,1006,2,14,31
906444,2025-11-03,1006,2,11,31
906445,2025-11-04,1006,2,38,0
906446,2025-11-05,1006,2,35,0
906447,2025-11-06,1006,2,29,0
906448,2025-11-07,1006,2,27,0
906449,2025-11-08,1006,2,21,30
906450,2025-11-09,1006,2,20,30
906451,2025-11-10,1006,2,18,30
906452,2025-11-11,1006,2,17,30
906453,2025-11-12,1006,2,15,30
906454,2025-11-13,1006,2,15,30
906455,2025-11-14,1006,2,43,0
906456,2025-11-15,1006,2,38,0
906457,2025-11-16,1006,2,37,0
906458,2025-11-17,1006,2,35,0
906459,2025-11-18,1006,2,33,0
906460,2025-11-19,1006,2,32,0
906461,2025-11-20,1006,2,25,0
906462,2025-11-21,1006,2,22,0
906463,2025-11-22,1006,2,21,0
906464,2025-11-23,1006,2,19,0
906465,2025-11-24,1006,2,17,24
906466,2025-11-25,1006,2,15,24
906467,2025-11-26,1006,2,12,24
906468,2025-11-27,1006,2,10,24
906469,2025-11-28,1006,2,7,24
906470,2025-11-29,1006,2,4,24
906471,2025-11-30,1006,2,27,0
906472,2025-12-01,1006,2,25,0
906473,2025-12-02,1006,2,21,0
906474,2025-12-03,1006,2,15,25
906475,2025-12-04,1006,2,11,25
906476,2025-12-05,1006,2,9,25
906477,2025-12-06,1006,2,7,25
906478,2025-12-07,1006,2,29,0
906479,2025-12-08,1006,2,29,0
906480,2025-12-09,1006,2,26,0
906481,2025-12-10,1006,2,22,0
906482,2025-12-11,1006,2,20,26
906483,2025-12-12,1006,2,20,26
906484,2025-12-13,1006,2,18,26
906485,2025-12-14,1006,2,17,26
906486,2025-12-15,1006,2,16,26
906487,2025-12-16,1006,2,40,0
906488,2025-12-17,1006,2,37,0
906489,2025-12-18,1006,2,33,0
906490,2025-12-19,1006,2,26,0
906491,2025-12-20,1006,2,25,0
906492,2025-12-21,1006,2,24,0
906493,2025-12-22,1006,2,23,0
906494,2025-12-23,1006,2,22,0
906495,2025-12-24,1006,2,21,0
906496,2025-12-25,1006,2,19,0
906497,2025-12-26,1006,2,15,28
906498,2025-12-27,1006,2,11,28
906499,2025-12-28,1006,2,10,28
906500,2025-12-29,1006,2,8,28
906501,2025-12-30,1006,2,32,0
906502,2025-12-31,1006,2,32,0
906503,2026-01-01,1006,2,28,0
906504,2026-01-02,1006,2,26,0
906505,2026-01-03,1006,2,23,0
906506,2026-01-04,1006,2,22,0
906507,2026-01-05,1006,2,19,0
906508,2026-01-06,1006,2,18,23
906509,2026-01-07,1006,2,17,23
906510,2026-01-08,1006,2,14,23
906511,2026-01-09,1006,2,13,23
906512,2026-01-10,1006,2,10,23
906513,2026-01-11,1006,2,31,0
906514,2026-01-12,1006,2,29,0
906515,2026-01-13,1006,2,28,0
906516,2026-01-14,1006,2,22,0
906517,2026-01-15,1006,2,18,26
906518,2026-01-16,1006,2,18,26
906519,2026-01-17,1006,2,16,26
906520,2026-01-18,1006,2,15,26
906521,2026-01-19,1006,2,13,26
906522,2026-01-20,1006,2,10,26
906523,2026-01-21,1006,2,34,0
906524,2026-01-22,1006,2,33,0
906525,2026-01-23,1006,2,26,0
906526,2026-01-24,1006,2,26,0
906527,2026-01-25,1006,2,26,0
906528,2026-01-26,1006,2,23,0
906529,2026-01-27,1006,2,19,0
906530,2026-01-28,1006,2,17,24
906531,2026-01-29,1006,2,15,24
906532,2026-01-30,1006,2,9,24
906533,2026-01-31,1006,2,1,24
906534,2026-02-01,1006,2,0,24
906535,2026-02-02,1006,2,0,24
906536,2026-02-03,1006,2,20,0
906537,2026-02-04,1006,2,20,0
906538,2026-02-05,1006,2,19,0
906539,2026-02-06,1006,2,16,26
906540,2026-02-07,1006,2,11,26
906541,2026-02-08,1006,2,11,26
906542,2026-02-09,1006,2,7,26
906543,2026-02-10,1006,2,4,26
906544,2026-02-11,1006,2,2,26
906545,2026-02-12,1006,2,25,0
906546,2026-02-13,1006,2,21,0
906547,2026-02-14,1006,2,20,0
906548,2026-02-15,1006,2,19,0
906549,2026-02-16,1006,2,18,26
906550,2026-02-17,1006,2,16,26
906551,2026-02-18,1006,2,15,26
906552,2026-02-19,1006,2,14,26
906553,2026-02-20,1006,2,40,0
906554,2026-02-21,1006,2,39,0
906555,2026-02-22,1006,2,37,0
906556,2026-02-23,1006,2,36,0
906557,2026-02-24,1006,2,34,0
906558,2026-02-25,1006,2,29,0
906559,2026-02-26,1006,2,25,0
906560,2026-02-27,1006,2,25,0
906561,2026-02-28,1006,2,21,0
906562,2026-03-01,1006,2,21,0
906563,2026-03-02,1006,2,20,0
906564,2026-03-03,1006,2,16,25
906565,2026-03-04,1006,2,12,25
906566,2026-03-05,1006,2,9,25
906567,2026-03-06,1006,2,8,25
906568,2026-03-07,1006,2,30,0
906569,2026-03-08,1006,2,29,0
906570,2026-03-09,1006,2,25,0
906571,2026-03-10,1006,2,23,0
906572,2026-03-11,1006,2,22,0
906573,2026-03-12,1006,2,21,0
906574,2026-03-13,1006,2,19,0
906575,2026-03-14,1006,2,16,26
906576,2026-03-15,1006,2,16,26
906577,2026-03-16,1006,2,15,26
906578,2026-03-17,1006,2,15,26
906579,2026-03-18,1006,2,12,26
906580,2026-03-19,1006,2,34,0
906581,2026-03-20,1006,2,32,0
906582,2026-03-21,1006,2,28,0
906583,2026-03-22,1006,2,27,0
906584,2026-03-23,1006,2,25,0
906585,2026-03-24,1006,2,24,0
906586,2026-03-25,1006,2,23,0
906587,2026-03-26,1006,2,19,0
906588,2026-03-27,1006,2,13,24
906589,2026-03-28,1006,2,11,24
906590,2026-03-29,1006,2,10,24
906591,2026-03-30,1006,2,9,24
906592,2026-03-31,1006,2,32,0
906593,2026-04-01,1006,2,27,0
906594,2026-04-02,1006,2,20,0
906595,2026-04-03,1006,2,17,23
906596,2026-04-04,1006,2,15,23
906597,2026-04-05,1006,2,15,23
906598,2026-04-06,1006,2,11,23
906599,2026-04-07,1006,2,9,23
906600,2026-04-08,1006,2,5,23
906601,2026-04-09,1006,2,27,0
906602,2026-04-10,1006,2,21,0
906603,2026-04-11,1006,2,15,30
906604,2026-04-12,1006,2,15,30
906605,2026-04-13,1006,2,15,30
906606,2026-04-14,1006,2,12,30
906607,2026-04-15,1006,2,9,30
906608,2026-04-16,1006,2,7,30
906609,2026-04-17,1006,2,28,0
906610,2026-04-18,1006,2,24,0
906611,2026-04-19,1006,2,23,0
906612,2026-04-20,1006,2,22,0
906613,2026-04-21,1006,2,17,25
906614,2026-04-22,1006,2,13,25
906615,2026-04-23,1006,2,10,25
906616,2026-04-24,1006,2,9,25
906617,2026-04-25,1006,2,2,25
906618,2026-04-26,1006,2,23,0
906619,2026-04-27,1006,2,20,31
906620,2026-04-28,1006,2,18,31
906621,2026-04-29,1006,2,16,31
906622,2026-04-30,1006,2,14,31
906623,2026-05-01,1006,2,40,0
906624,2026-05-02,1006,2,39,0
906625,2026-05-03,1006,2,36,0
906626,2026-05-04,1006,2,33,0
906627,2026-05-05,1006,2,31,0
906628,2026-05-06,1006,2,30,0
906629,2026-05-07,1006,2,28,0
906630,2026-05-08,1006,2,26,0
906631,2026-05-09,1006,2,24,0
906632,2026-05-10,1006,2,24,0
906633,2026-05-11,1006,2,23,0
906634,2026-05-12,1006,2,22,0
906635,2026-05-13,1006,2,21,27
906636,2026-05-14,1006,2,18,27
906637,2026-05-15,1006,2,13,27
906638,2026-05-16,1006,2,11,27
906639,2026-05-17,1006,2,10,27
906640,2026-05-18,1006,2,5,27
906641,2026-05-19,1006,2,30,0
906642,2026-05-20,1006,2,29,0
906643,2026-05-21,1006,2,27,0
906644,2026-05-22,1006,2,24,0
906645,2026-05-23,1006,2,21,26
906646,2026-05-24,1006,2,18,26
906647,2026-05-25,1006,2,13,26
906648,2026-05-26,1006,2,8,26
906649,2026-05-27,1006,2,4,26
906650,2026-05-28,1006,2,3,26
906651,2026-05-29,1006,2,27,0
906652,2026-05-30,1006,2,25,0
906653,2026-05-31,1006,2,24,0
906654,2026-06-01,1006,2,23,0
906655,2026-06-02,1006,2,21,0
906656,2026-06-03,1006,2,19,26
906657,2026-06-04,1006,2,15,26
906658,2026-06-05,1006,2,10,26
906659,2026-06-06,1006,2,2,26
906660,2026-06-07,1006,2,1,26
906661,2026-06-08,1006,2,0,26
906662,2026-06-09,1006,2,21,0
906663,2026-06-10,1006,2,18,27
906664,2026-06-11,1006,2,15,27
906665,2026-06-12,1006,2,11,27
906666,2026-06-13,1006,2,8,27
906667,2026-06-14,1006,2,30,0
906668,2026-06-15,1006,2,29,0
906669,2026-06-16,1006,2,28,0
906670,2026-06-17,1006,2,27,0
906671,2026-06-18,1006,2,26,0
906672,2026-06-19,1006,2,21,0
906673,2026-06-20,1006,2,17,30
906674,2026-06-21,1006,2,9,30
906675,2026-06-22,1006,2,8,30
906676,2026-06-23,1006,2,5,30
906677,2026-06-24,1006,2,31,0
906678,2026-06-25,1006,2,26,0
