movimiento_id,fecha,producto_id,sucursal_id,tipo_movimiento,cantidad,stock_resultante
713607,2026-05-26,1013,1,Salida por Venta,-2,62
713608,2026-05-27,1013,1,Salida por Venta,-20,42
713609,2026-05-28,1013,1,Salida por Venta,-8,34
713610,2026-05-29,1013,1,Entrada por Compra,132,166
713611,2026-05-29,1013,1,Salida por Venta,-3,163
713612,2026-05-30,1013,1,Salida por Venta,-4,159
713613,2026-05-31,1013,1,Salida por Venta,-4,155
713614,2026-06-01,1013,1,Salida por Venta,-10,145
713615,2026-06-02,1013,1,Salida por Venta,-16,129
713616,2026-06-03,1013,1,Salida por Venta,-3,126
713617,2026-06-04,1013,1,Salida por Venta,-2,124
713618,2026-06-05,1013,1,Salida por Venta,-22,102
713619,2026-06-06,1013,1,Salida por Venta,-15,87
713620,2026-06-08,1013,1,Salida por Venta,-2,85
713621,2026-06-09,1013,1,Salida por Venta,-1,84
713622,2026-06-10,1013,1,Salida por Venta,-2,82
713623,2026-06-11,1013,1,Entrada por Compra,120,202
713624,2026-06-11,1013,1,Salida por Venta,-4,198
713625,2026-06-12,1013,1,Salida por Venta,-6,192
713626,2026-06-13,1013,1,Salida por Venta,-7,185
713627,2026-06-14,1013,1,Salida por Venta,-1,184
713628,2026-06-15,1013,1,Salida por Venta,-1,183
713629,2026-06-16,1013,1,Salida por Venta,-3,180
713630,2026-06-17,1013,1,Salida por Venta,-6,174
713631,2026-06-18,1013,1,Salida por Venta,-7,167
713632,2026-06-19,1013,1,Salida por Venta,-4,163
713633,2026-06-20,1013,1,Salida por Venta,-19,144
713634,2026-06-21,1013,1,Salida por Venta,-11,133
713635,2026-06-22,1013,1,Salida por Venta,-1,132
713636,2026-06-23,1013,1,Salida por Venta,-21,111
713637,2026-06-24,1013,1,Salida por Venta,-7,104
713638,2026-06-25,1013,1,Salida por Venta,-17,87
713639,2026-06-26,1013,1,Salida por Venta,-3,84
713640,2026-06-27,1013,1,Salida por Venta,-14,70
713641,2026-06-28,1013,1,Salida por Venta,-8,62
713642,2026-06-29,1013,1,Salida por Venta,-35,27
713643,2026-06-30,1013,1,Salida por Venta,-1,26
713644,2026-07-01,1013,1,Salida por Venta,-11,15
713645,2026-07-02,1013,1,Entrada por Compra,95,110
713646,2026-07-02,1013,1,Salida por Venta,-1,109
713647,2026-07-03,1013,1,Salida por Venta,-5,104
713648,2026-07-04,1013,1,Salida por Venta,-15,89
713649,2026-07-05,1013,1,Salida por Venta,-1,88
713650,2026-07-06,1013,1,Salida por Venta,-10,78
713651,2026-07-07,1013,1,Salida por Venta,-2,76
713652,2026-07-08,1013,1,Salida por Venta,-13,63
713653,2026-07-09,1013,1,Salida por Venta,-9,54
713654,2026-07-10,1013,1,Salida por Venta,-25,29
713655,2026-07-11,1013,1,Salida por Venta,-10,19
713656,2026-07-12,1013,1,Salida por Venta,-16,3
713657,2026-07-13,1013,1,Salida por Venta,-3,0
713658,2026-07-14,1013,1,Entrada por Compra,87,87
713659,2026-07-14,1013,1,Salida por Venta,-1,86
713660,2026-07-15,1013,1,Salida por Venta,-14,72
713661,2026-07-16,1013,1,Salida por Venta,-2,70
713662,2026-07-17,1013,1,Salida por Venta,-15,55
713663,2026-07-18,1013,1,Salida por Venta,-20,35
713664,2026-07-19,1013,1,Salida por Venta,-9,26
713665,2026-07-20,1013,1,Salida por Venta,-11,15
713666,2026-07-21,1013,1,Salida por Venta,-15,0
713667,2026-07-22,1013,1,Entrada por Compra,85,85
713668,2026-07-22,1013,1,Salida por Venta,-2,83
713669,2026-07-23,1013,1,Salida por Venta,-11,72
713670,2026-07-24,1013,1,Salida por Venta,-4,68
713671,2026-07-25,1013,1,Salida por Venta,-3,65
713672,2026-07-26,1013,1,Salida por Venta,-2,63
713673,2026-07-27,1013,1,Salida por Venta,-29,34
713674,2026-07-28,1013,1,Entrada por Compra,93,127
713675,2026-07-28,1013,1,Salida por Venta,-10,117
713676,2026-07-29,1013,1,Salida por Venta,-3,114
713677,2026-07-30,1013,1,Salida por Venta,-29,85
713678,2026-07-31,1013,1,Salida por Venta,-43,42
713679,2026-08-01,1013,1,Salida por Venta,-2,40
713680,2025-07-03,1013,2,Salida por Venta,-8,80
713681,2025-07-04,1013,2,Salida por Venta,-9,71
713682,2025-07-05,1013,2,Salida por Venta,-2,69
713683,2025-07-06,1013,2,Salida por Venta,-1,68
713684,2025-07-07,1013,2,Salida por Venta,-10,58
713685,2025-07-08,1013,2,Salida por Venta,-2,56
713686,2025-07-09,1013,2,Salida por Venta,-2,54
713687,2025-07-10,1013,2,Salida por Venta,-13,41
713688,2025-07-11,1013,2,Salida por Venta,-10,31
713689,2025-07-12,1013,2,Salida por Venta,-31,0
713690,2025-07-16,1013,2,Entrada por Compra,63,63
713691,2025-07-16,1013,2,Salida por Venta,-23,40
713692,2025-07-17,1013,2,Salida por Venta,-6,34
713693,2025-07-18,1013,2,Salida por Venta,-13,21
713694,2025-07-19,1013,2,Salida por Venta,-18,3
713695,2025-07-20,1013,2,Entrada por Compra,138,141
713696,2025-07-20,1013,2,Salida por Venta,-24,117
713697,2025-07-21,1013,2,Salida por Venta,-11,106
713698,2025-07-22,1013,2,Salida por Venta,-8,98
713699,2025-07-23,1013,2,Salida por Venta,-26,72
713700,2025-07-24,1013,2,Salida por Venta,-2,70
713701,2025-07-25,1013,2,Salida por Venta,-22,48
713702,2025-07-26,1013,2,Salida por Venta,-25,23
713703,2025-07-27,1013,2,Salida por Venta,-1,22
713704,2025-07-28,1013,2,Salida por Venta,-4,18
713705,2025-07-29,1013,2,Entrada por Compra,142,160
713706,2025-07-29,1013,2,Salida por Venta,-10,150
713707,2025-07-30,1013,2,Salida por Venta,-2,148
713708,2025-07-31,1013,2,Salida por Venta,-2,146
713709,2025-08-01,1013,2,Salida por Venta,-4,142
713710,2025-08-02,1013,2,Salida por Venta,-11,131
713711,2025-08-03,1013,2,Salida por Venta,-4,127
713712,2025-08-04,1013,2,Salida por Venta,-2,125
713713,2025-08-05,1013,2,Salida por Venta,-5,120
713714,2025-08-06,1013,2,Salida por Venta,-20,100
713715,2025-08-07,1013,2,Salida por Venta,-6,94
713716,2025-08-08,1013,2,Salida por Venta,-13,81
713717,2025-08-09,1013,2,Salida por Venta,-18,63
713718,2025-08-10,1013,2,Salida por Venta,-2,61
713719,2025-08-11,1013,2,Salida por Venta,-2,59
713720,2025-08-12,1013,2,Entrada por Compra,101,160
713721,2025-08-12,1013,2,Salida por Venta,-29,131
713722,2025-08-13,1013,2,Salida por Venta,-9,122
713723,2025-08-14,1013,2,Salida por Venta,-7,115
713724,2025-08-15,1013,2,Salida por Venta,-7,108
713725,2025-08-16,1013,2,Salida por Venta,-3,105
713726,2025-08-17,1013,2,Salida por Venta,-5,100
713727,2025-08-18,1013,2,Salida por Venta,-1,99
713728,2025-08-19,1013,2,Salida por Venta,-10,89
713729,2025-08-20,1013,2,Salida por Venta,-5,84
713730,2025-08-21,1013,2,Salida por Venta,-22,62
713731,2025-08-22,1013,2,Salida por Venta,-3,59
713732,2025-08-23,1013,2,Salida por Venta,-4,55
713733,2025-08-24,1013,2,Salida por Venta,-9,46
713734,2025-08-25,1013,2,Salida por Venta,-10,36
713735,2025-08-26,1013,2,Entrada por Compra,116,152
713736,2025-08-26,1013,2,Salida por Venta,-2,150
713737,2025-08-27,1013,2,Salida por Venta,-21,129
713738,2025-08-28,1013,2,Salida por Venta,-2,127
713739,2025-08-29,1013,2,Salida por Venta,-3,124
713740,2025-08-30,1013,2,Salida por Venta,-1,123
713741,2025-08-31,1013,2,Salida por Venta,-12,111
713742,2025-09-01,1013,2,Salida por Venta,-11,100
713743,2025-09-02,1013,2,Salida por Venta,-5,95
713744,2025-09-03,1013,2,Salida por Venta,-6,89
713745,2025-09-04,1013,2,Salida por Venta,-10,79
713746,2025-09-05,1013,2,Salida por Venta,-2,77
713747,2025-09-06,1013,2,Salida por Venta,-14,63
713748,2025-09-07,1013,2,Salida por Venta,-1,62
713749,2025-09-08,1013,2,Salida por Venta,-8,54
713750,2025-09-09,1013,2,Salida por Venta,-12,42
713751,2025-09-10,1013,2,Salida por Venta,-3,39
713752,2025-09-11,1013,2,Salida por Venta,-10,29
713753,2025-09-12,1013,2,Entrada por Compra,84,113
713754,2025-09-12,1013,2,Salida por Venta,-21,92
713755,2025-09-13,1013,2,Salida por Venta,-22,70
713756,2025-09-14,1013,2,Salida por Venta,-2,68
713757,2025-09-15,1013,2,Salida por Venta,-1,67
713758,2025-09-16,1013,2,Salida por Venta,-10,57
713759,2025-09-17,1013,2,Salida por Venta,-14,43
713760,2025-09-18,1013,2,Salida por Venta,-6,37
713761,2025-09-19,1013,2,Salida por Venta,-19,18
713762,2025-09-20,1013,2,Entrada por Compra,92,110
713763,2025-09-20,1013,2,Salida por Venta,-6,104
713764,2025-09-21,1013,2,Salida por Venta,-6,98
713765,2025-09-22,1013,2,Salida por Venta,-26,72
713766,2025-09-23,1013,2,Salida por Venta,-10,62
713767,2025-09-24,1013,2,Salida por Venta,-2,60
713768,2025-09-25,1013,2,Salida por Venta,-8,52
713769,2025-09-26,1013,2,Salida por Venta,-10,42
713770,2025-09-27,1013,2,Entrada por Compra,95,137
713771,2025-09-27,1013,2,Salida por Venta,-2,135
713772,2025-09-28,1013,2,Salida por Venta,-1,134
713773,2025-09-29,1013,2,Salida por Venta,-11,123
713774,2025-09-30,1013,2,Salida por Venta,-2,121
713775,2025-10-01,1013,2,Salida por Venta,-1,120
713776,2025-10-02,1013,2,Salida por Venta,-1,119
713777,2025-10-03,1013,2,Salida por Venta,-19,100
713778,2025-10-04,1013,2,Salida por Venta,-13,87
713779,2025-10-05,1013,2,Salida por Venta,-3,84
713780,2025-10-06,1013,2,Salida por Venta,-36,48
713781,2025-10-07,1013,2,Salida por Venta,-13,35
713782,2025-10-08,1013,2,Salida por Venta,-11,24
713783,2025-10-09,1013,2,Salida por Venta,-3,21
713784,2025-10-10,1013,2,Entrada por Compra,110,131
713785,2025-10-10,1013,2,Salida por Venta,-39,92
713786,2025-10-11,1013,2,Salida por Venta,-13,79
713787,2025-10-12,1013,2,Salida por Venta,-1,78
713788,2025-10-13,1013,2,Salida por Venta,-9,69
713789,2025-10-14,1013,2,Salida por Venta,-7,62
713790,2025-10-15,1013,2,Salida por Venta,-2,60
713791,2025-10-16,1013,2,Salida por Venta,-21,39
713792,2025-10-17,1013,2,Salida por Venta,-8,31
713793,2025-10-18,1013,2,Entrada por Compra,103,134
713794,2025-10-18,1013,2,Salida por Venta,-8,126
713795,2025-10-19,1013,2,Salida por Venta,-1,125
713796,2025-10-20,1013,2,Salida por Venta,-5,120
713797,2025-10-21,1013,2,Salida por Venta,-2,118
713798,2025-10-22,1013,2,Salida por Venta,-18,100
713799,2025-10-23,1013,2,Salida por Venta,-2,98
713800,2025-10-24,1013,2,Salida por Venta,-8,90
713801,2025-10-25,1013,2,Salida por Venta,-31,59
713802,2025-10-26,1013,2,Salida por Venta,-3,56
713803,2025-10-27,1013,2,Salida por Venta,-5,51
713804,2025-10-28,1013,2,Salida por Venta,-3,48
713805,2025-10-29,1013,2,Salida por Venta,-2,46
713806,2025-10-30,1013,2,Salida por Venta,-3,43
713807,2025-10-31,1013,2,Entrada por Compra,126,169
713808,2025-10-31,1013,2,Salida por Venta,-24,145
713809,2025-11-01,1013,2,Salida por Venta,-31,114
713810,2025-11-02,1013,2,Salida por Venta,-10,104
713811,2025-11-03,1013,2,Salida por Venta,-9,95
713812,2025-11-04,1013,2,Salida por Venta,-20,75
713813,2025-11-05,1013,2,Salida por Venta,-6,69
713814,2025-11-06,1013,2,Salida por Venta,-8,61
713815,2025-11-07,1013,2,Salida por Venta,-17,44
713816,2025-11-08,1013,2,Salida por Venta,-2,42
713817,2025-11-09,1013,2,Entrada por Compra,108,150
713818,2025-11-09,1013,2,Salida por Venta,-1,149
713819,2025-11-10,1013,2,Salida por Venta,-10,139
713820,2025-11-11,1013,2,Salida por Venta,-5,134
713821,2025-11-12,1013,2,Salida por Venta,-11,123
713822,2025-11-13,1013,2,Salida por Venta,-22,101
713823,2025-11-14,1013,2,Salida por Venta,-11,90
713824,2025-11-15,1013,2,Salida por Venta,-2,88
713825,2025-11-16,1013,2,Salida por Venta,-1,87
713826,2025-11-17,1013,2,Salida por Venta,-3,84
713827,2025-11-18,1013,2,Salida por Venta,-1,83
713828,2025-11-19,1013,2,Salida por Venta,-3,80
713829,2025-11-20,1013,2,Salida por Venta,-2,78
713830,2025-11-21,1013,2,Salida por Venta,-8,70
713831,2025-11-22,1013,2,Salida por Venta,-16,54
713832,2025-11-23,1013,2,Entrada por Compra,99,153
713833,2025-11-23,1013,2,Salida por Venta,-1,152
713834,2025-11-24,1013,2,Salida por Venta,-1,151
713835,2025-11-25,1013,2,Salida por Venta,-6,145
713836,2025-11-26,1013,2,Salida por Venta,-23,122
713837,2025-11-27,1013,2,Salida por Venta,-1,121
713838,2025-11-28,1013,2,Salida por Venta,-27,94
713839,2025-11-29,1013,2,Salida por Venta,-4,90
713840,2025-12-01,1013,2,Salida por Venta,-3,87
713841,2025-12-02,1013,2,Salida por Venta,-4,83
713842,2025-12-03,1013,2,Salida por Venta,-4,79
713843,2025-12-04,1013,2,Salida por Venta,-18,61
713844,2025-12-05,1013,2,Salida por Venta,-26,35
713845,2025-12-06,1013,2,Salida por Venta,-13,22
713846,2025-12-07,1013,2,Salida por Venta,-1,21
713847,2025-12-08,1013,2,Entrada por Compra,95,116
713848,2025-12-08,1013,2,Salida por Venta,-21,95
713849,2025-12-09,1013,2,Salida por Venta,-8,87
713850,2025-12-10,1013,2,Salida por Venta,-17,70
713851,2025-12-11,1013,2,Salida por Venta,-17,53
713852,2025-12-12,1013,2,Salida por Venta,-6,47
713853,2025-12-13,1013,2,Salida por Venta,-2,45
713854,2025-12-14,1013,2,Salida por Venta,-4,41
713855,2025-12-15,1013,2,Salida por Venta,-2,39
713856,2025-12-16,1013,2,Entrada por Compra,95,134
713857,2025-12-16,1013,2,Salida por Venta,-6,128
713858,2025-12-17,1013,2,Salida por Venta,-13,115
713859,2025-12-18,1013,2,Salida por Venta,-18,97
713860,2025-12-19,1013,2,Salida por Venta,-1,96
713861,2025-12-20,1013,2,Salida por Venta,-7,89
713862,2025-12-21,1013,2,Salida por Venta,-2,87
713863,2025-12-22,1013,2,Salida por Venta,-21,66
713864,2025-12-23,1013,2,Salida por Venta,-11,55
713865,2025-12-24,1013,2,Salida por Venta,-1,54
713866,2025-12-25,1013,2,Salida por Venta,-19,35
713867,2025-12-26,1013,2,Salida por Venta,-5,30
713868,2025-12-27,1013,2,Entrada por Compra,84,114
713869,2025-12-27,1013,2,Salida por Venta,-3,111
713870,2025-12-28,1013,2,Salida por Venta,-4,107
713871,2025-12-29,1013,2,Salida por Venta,-8,99
713872,2025-12-30,1013,2,Salida por Venta,-21,78
713873,2025-12-31,1013,2,Salida por Venta,-2,76
713874,2026-01-01,1013,2,Salida por Venta,-9,67
713875,2026-01-02,1013,2,Salida por Venta,-22,45
713876,2026-01-03,1013,2,Salida por Venta,-22,23
713877,2026-01-04,1013,2,Salida por Venta,-2,21
713878,2026-01-05,1013,2,Salida por Venta,-3,18
713879,2026-01-06,1013,2,Entrada por Compra,87,105
713880,2026-01-06,1013,2,Salida por Venta,-8,97
713881,2026-01-07,1013,2,Salida por Venta,-2,95
713882,2026-01-08,1013,2,Salida por Venta,-4,91
713883,2026-01-09,1013,2,Salida por Venta,-10,81
713884,2026-01-10,1013,2,Salida por Venta,-2,79
713885,2026-01-11,1013,2,Salida por Venta,-6,73
713886,2026-01-12,1013,2,Salida por Venta,-3,70
713887,2026-01-13,1013,2,Salida por Venta,-2,68
713888,2026-01-14,1013,2,Salida por Venta,-6,62
713889,2026-01-15,1013,2,Salida por Venta,-6,56
713890,2026-01-16,1013,2,Salida por Venta,-4,52
713891,2026-01-17,1013,2,Salida por Venta,-1,51
713892,2026-01-18,1013,2,Entrada por Compra,84,135
713893,2026-01-18,1013,2,Salida por Venta,-9,126
713894,2026-01-19,1013,2,Salida por Venta,-2,124
713895,2026-01-20,1013,2,Salida por Venta,-8,116
713896,2026-01-21,1013,2,Salida por Venta,-1,115
713897,2026-01-22,1013,2,Salida por Venta,-1,114
713898,2026-01-23,1013,2,Salida por Venta,-3,111
713899,2026-01-24,1013,2,Salida por Venta,-4,107
713900,2026-01-25,1013,2,Salida por Venta,-9,98
713901,2026-01-26,1013,2,Salida por Venta,-2,96
713902,2026-01-27,1013,2,Salida por Venta,-9,87
713903,2026-01-28,1013,2,Salida por Venta,-12,75
713904,2026-01-29,1013,2,Salida por Venta,-12,63
713905,2026-01-30,1013,2,Salida por Venta,-12,51
713906,2026-01-31,1013,2,Salida por Venta,-8,43
713907,2026-02-01,1013,2,Salida por Venta,-14,29
713908,2026-02-02,1013,2,Salida por Venta,-5,24
713909,2026-02-03,1013,2,Salida por Venta,-2,22
713910,2026-02-04,1013,2,Entrada por Compra,80,102
713911,2026-02-04,1013,2,Salida por Venta,-4,98
713912,2026-02-05,1013,2,Salida por Venta,-2,96
713913,2026-02-06,1013,2,Salida por Venta,-4,92
713914,2026-02-07,1013,2,Salida por Venta,-10,82
713915,2026-02-09,1013,2,Salida por Venta,-8,74
713916,2026-02-10,1013,2,Salida por Venta,-2,72
713917,2026-02-11,1013,2,Salida por Venta,-14,58
713918,2026-02-12,1013,2,Salida por Venta,-8,50
713919,2026-02-13,1013,2,Salida por Venta,-6,44
713920,2026-02-14,1013,2,Salida por Venta,-6,38
713921,2026-02-15,1013,2,Salida por Venta,-1,37
713922,2026-02-16,1013,2,Entrada por Compra,70,107
713923,2026-02-16,1013,2,Salida por Venta,-11,96
713924,2026-02-17,1013,2,Salida por Venta,-19,77
713925,2026-02-18,1013,2,Salida por Venta,-3,74
713926,2026-02-19,1013,2,Salida por Venta,-13,61
713927,2026-02-20,1013,2,Salida por Venta,-6,55
713928,2026-02-21,1013,2,Salida por Venta,-3,52
713929,2026-02-22,1013,2,Salida por Venta,-1,51
713930,2026-02-23,1013,2,Salida por Venta,-4,47
713931,2026-02-24,1013,2,Salida por Venta,-1,46
713932,2026-02-25,1013,2,Salida por Venta,-8,38
713933,2026-02-26,1013,2,Salida por Venta,-4,34
713934,2026-02-27,1013,2,Salida por Venta,-2,32
713935,2026-02-28,1013,2,Entrada por Compra,59,91
713936,2026-02-28,1013,2,Salida por Venta,-23,68
713937,2026-03-01,1013,2,Salida por Venta,-13,55
713938,2026-03-02,1013,2,Salida por Venta,-9,46
713939,2026-03-03,1013,2,Salida por Venta,-2,44
713940,2026-03-04,1013,2,Salida por Venta,-16,28
713941,2026-03-05,1013,2,Salida por Venta,-2,26
713942,2026-03-06,1013,2,Salida por Venta,-6,20
713943,2026-03-07,1013,2,Entrada por Compra,73,93
713944,2026-03-07,1013,2,Salida por Venta,-32,61
713945,2026-03-08,1013,2,Salida por Venta,-3,58
713946,2026-03-09,1013,2,Salida por Venta,-40,18
713947,2026-03-10,1013,2,Salida por Venta,-17,1
713948,2026-03-11,1013,2,Salida por Venta,-1,0
713949,2026-03-13,1013,2,Entrada por Compra,75,75
713950,2026-03-13,1013,2,Salida por Venta,-27,48
713951,2026-03-14,1013,2,Salida por Venta,-15,33
713952,2026-03-15,1013,2,Salida por Venta,-13,20
713953,2026-03-16,1013,2,Salida por Venta,-14,6
713954,2026-03-17,1013,2,Salida por Venta,-1,5
713955,2026-03-18,1013,2,Entrada por Compra,112,117
713956,2026-03-18,1013,2,Salida por Venta,-3,114
713957,2026-03-19,1013,2,Salida por Venta,-2,112
713958,2026-03-20,1013,2,Salida por Venta,-5,107
713959,2026-03-21,1013,2,Salida por Venta,-32,75
713960,2026-03-22,1013,2,Salida por Venta,-3,72
713961,2026-03-23,1013,2,Salida por Venta,-18,54
713962,2026-03-24,1013,2,Salida por Venta,-2,52
713963,2026-03-25,1013,2,Salida por Venta,-20,32
713964,2026-03-26,1013,2,Salida por Venta,-8,24
713965,2026-03-27,1013,2,Entrada por Compra,94,118
713966,2026-03-27,1013,2,Salida por Venta,-3,115
713967,2026-03-28,1013,2,Salida por Venta,-13,102
713968,2026-03-29,1013,2,Salida por Venta,-6,96
713969,2026-03-30,1013,2,Salida por Venta,-8,88
713970,2026-03-31,1013,2,Salida por Venta,-2,86
713971,2026-04-01,1013,2,Salida por Venta,-16,70
713972,2026-04-02,1013,2,Salida por Venta,-13,57
713973,2026-04-03,1013,2,Salida por Venta,-2,55
713974,2026-04-04,1013,2,Salida por Venta,-43,12
713975,2026-04-05,1013,2,Entrada por Compra,109,121
713976,2026-04-05,1013,2,Salida por Venta,-5,116
713977,2026-04-06,1013,2,Salida por Venta,-1,115
713978,2026-04-07,1013,2,Salida por Venta,-4,111
713979,2026-04-08,1013,2,Salida por Venta,-11,100
713980,2026-04-09,1013,2,Salida por Venta,-6,94
713981,2026-04-10,1013,2,Salida por Venta,-25,69
713982,2026-04-11,1013,2,Salida por Venta,-11,58
713983,2026-04-12,1013,2,Salida por Venta,-9,49
713984,2026-04-13,1013,2,Salida por Venta,-3,46
713985,2026-04-14,1013,2,Entrada por Compra,84,130
713986,2026-04-14,1013,2,Salida por Venta,-11,119
713987,2026-04-15,1013,2,Salida por Venta,-11,108
713988,2026-04-16,1013,2,Salida por Venta,-6,102
713989,2026-04-17,1013,2,Salida por Venta,-2,100
713990,2026-04-18,1013,2,Salida por Venta,-10,90
713991,2026-04-19,1013,2,Salida por Venta,-2,88
713992,2026-04-20,1013,2,Salida por Venta,-3,85
713993,2026-04-21,1013,2,Salida por Venta,-27,58
713994,2026-04-22,1013,2,Salida por Venta,-2,56
713995,2026-04-23,1013,2,Salida por Venta,-22,34
713996,2026-04-24,1013,2,Entrada por Compra,108,142
713997,2026-04-24,1013,2,Salida por Venta,-3,139
713998,2026-04-25,1013,2,Salida por Venta,-13,126
713999,2026-04-26,1013,2,Salida por Venta,-11,115
714000,2026-04-27,1013,2,Salida por Venta,-3,112
714001,2026-04-28,1013,2,Salida por Venta,-3,109
714002,2026-04-29,1013,2,Salida por Venta,-5,104
714003,2026-04-30,1013,2,Salida por Venta,-3,101
714004,2026-05-01,1013,2,Salida por Venta,-11,90
714005,2026-05-02,1013,2,Salida por Venta,-36,54
714006,2026-05-03,1013,2,Salida por Venta,-5,49
714007,2026-05-04,1013,2,Salida por Venta,-2,47
714008,2026-05-05,1013,2,Salida por Venta,-1,46
714009,2026-05-06,1013,2,Salida por Venta,-11,35
714010,2026-05-07,1013,2,Entrada por Compra,86,121
714011,2026-05-07,1013,2,Salida por Venta,-7,114
714012,2026-05-08,1013,2,Salida por Venta,-2,112
714013,2026-05-09,1013,2,Salida por Venta,-8,104
714014,2026-05-10,1013,2,Salida por Venta,-12,92
714015,2026-05-11,1013,2,Salida por Venta,-5,87
714016,2026-05-12,1013,2,Salida por Venta,-16,71
714017,2026-05-13,1013,2,Salida por Venta,-23,48
714018,2026-05-14,1013,2,Salida por Venta,-2,46
714019,2026-05-15,1013,2,Salida por Venta,-20,26
714020,2026-05-16,1013,2,Salida por Venta,-24,2
714021,2026-05-17,1013,2,Entrada por Compra,94,96
714022,2026-05-17,1013,2,Salida por Venta,-4,92
714023,2026-05-18,1013,2,Salida por Venta,-18,74
714024,2026-05-19,1013,2,Salida por Venta,-17,57
714025,2026-05-20,1013,2,Salida por Venta,-6,51
714026,2026-05-21,1013,2,Salida por Venta,-1,50
714027,2026-05-22,1013,2,Salida por Venta,-25,25
714028,2026-05-23,1013,2,Entrada por Compra,110,135
714029,2026-05-23,1013,2,Salida por Venta,-11,124
714030,2026-05-24,1013,2,Salida por Venta,-4,120
714031,2026-05-25,1013,2,Salida por Venta,-31,89
714032,2026-05-26,1013,2,Salida por Venta,-8,81
714033,2026-05-27,1013,2,Salida por Venta,-8,73
714034,2026-05-28,1013,2,Salida por Venta,-1,72
714035,2026-05-29,1013,2,Salida por Venta,-6,66
714036,2026-05-30,1013,2,Salida por Venta,-4,62
714037,2026-05-31,1013,2,Entrada por Compra,101,163
714038,2026-05-31,1013,2,Salida por Venta,-4,159
714039,2026-06-01,1013,2,Salida por Venta,-18,141
714040,2026-06-02,1013,2,Salida por Venta,-6,135
714041,2026-06-03,1013,2,Salida por Venta,-13,122
714042,2026-06-04,1013,2,Salida por Venta,-5,117
714043,2026-06-05,1013,2,Salida por Venta,-4,113
714044,2026-06-06,1013,2,Salida por Venta,-19,94
714045,2026-06-07,1013,2,Salida por Venta,-1,93
714046,2026-06-08,1013,2,Salida por Venta,-14,79
714047,2026-06-09,1013,2,Salida por Venta,-9,70
714048,2026-06-10,1013,2,Salida por Venta,-6,64
714049,2026-06-11,1013,2,Salida por Venta,-2,62
714050,2026-06-12,1013,2,Salida por Venta,-1,61
714051,2026-06-13,1013,2,Entrada por Compra,109,170
714052,2026-06-13,1013,2,Salida por Venta,-19,151
714053,2026-06-14,1013,2,Salida por Venta,-6,145
714054,2026-06-15,1013,2,Salida por Venta,-13,132
714055,2026-06-16,1013,2,Salida por Venta,-9,123
714056,2026-06-17,1013,2,Salida por Venta,-19,104
714057,2026-06-18,1013,2,Salida por Venta,-17,87
714058,2026-06-19,1013,2,Salida por Venta,-3,84
714059,2026-06-20,1013,2,Salida por Venta,-3,81
714060,2026-06-21,1013,2,Salida por Venta,-7,74
714061,2026-06-22,1013,2,Salida por Venta,-17,57
714062,2026-06-23,1013,2,Salida por Venta,-6,51
714063,2026-06-24,1013,2,Salida por Venta,-11,40
714064,2026-06-25,1013,2,Salida por Venta,-2,38
714065,2026-06-26,1013,2,Salida por Venta,-12,26
714066,2026-06-27,1013,2,Entrada por Compra,106,132
714067,2026-06-27,1013,2,Salida por Venta,-11,121
714068,2026-06-28,1013,2,Salida por Venta,-6,115
714069,2026-06-29,1013,2,Salida por Venta,-3,112
714070,2026-06-30,1013,2,Salida por Venta,-5,107
714071,2026-07-01,1013,2,Salida por Venta,-10,97
714072,2026-07-02,1013,2,Salida por Venta,-9,88
714073,2026-07-03,1013,2,Salida por Venta,-16,72
714074,2026-07-04,1013,2,Salida por Venta,-4,68
714075,2026-07-05,1013,2,Salida por Venta,-3,65
714076,2026-07-06,1013,2,Salida por Venta,-21,44
714077,2026-07-07,1013,2,Salida por Venta,-7,37
714078,2026-07-08,1013,2,Entrada por Compra,90,127
714079,2026-07-08,1013,2,Salida por Venta,-3,124
714080,2026-07-09,1013,2,Salida por Venta,-2,122
714081,2026-07-10,1013,2,Salida por Venta,-3,119
714082,2026-07-11,1013,2,Salida por Venta,-13,106
714083,2026-07-12,1013,2,Salida por Venta,-16,90
714084,2026-07-13,1013,2,Salida por Venta,-19,71
714085,2026-07-14,1013,2,Salida por Venta,-13,58
714086,2026-07-15,1013,2,Salida por Venta,-1,57
714087,2026-07-16,1013,2,Salida por Venta,-14,43
714088,2026-07-17,1013,2,Salida por Venta,-2,41
714089,2026-07-18,1013,2,Salida por Venta,-23,18
714090,2026-07-19,1013,2,Entrada por Compra,87,105
714091,2026-07-19,1013,2,Salida por Venta,-2,103
714092,2026-07-20,1013,2,Salida por Venta,-9,94
714093,2026-07-22,1013,2,Salida por Venta,-7,87
714094,2026-07-23,1013,2,Salida por Venta,-3,84
714095,2026-07-24,1013,2,Salida por Venta,-14,70
714096,2026-07-25,1013,2,Salida por Venta,-13,57
714097,2026-07-26,1013,2,Salida por Venta,-4,53
714098,2026-07-27,1013,2,Salida por Venta,-4,49
714099,2026-07-28,1013,2,Salida por Venta,-13,36
714100,2026-07-29,1013,2,Salida por Venta,-10,26
714101,2026-07-30,1013,2,Entrada por Compra,103,129
714102,2026-07-30,1013,2,Salida por Venta,-1,128
714103,2026-07-31,1013,2,Salida por Venta,-3,125
714104,2026-08-01,1013,2,Salida por Venta,-7,118
